Names,PC1,PC2,PC3,PC4,PC5,PC6
Bowling Green State University,0.4627033937175067,4.535354834127929,-0.9867754102744194,-0.42495656850655417,-0.1629678229749479,0.8834993210646941
Bradford College,-0.7226436580891584,-1.8893571890323058,0.7984803506467225,-0.7193420017177071,2.344052946744947,-0.648115099271523
Bradley University,1.1355802847051228,0.8523776926290577,5.633297272000633,-1.1474422173924252,-1.3394584136871022,5.991244181750644
Brandeis University,3.686931012874024,-1.7514743710884288,-0.30004135736205306,-0.18578571839385397,1.3389086768492708,-0.45338892987343365
Brenau University,-1.4523109644144654,-0.8956175328734685,-0.11506885628938879,0.23011236466797114,1.827891132579928,0.47482955894941214
Brewton-Parker College,-3.714602926051103,1.3458730751297774,0.7840598606173672,0.5397987329804708,-0.37921836814357895,-1.4581133359922864
Briar Cliff College,-2.186427044892267,-1.019029111352941,0.7684366063518033,-0.9340897065395075,-0.5277936527701143,-0.34993288254801
Bridgewater College,-0.49908735236465535,-1.4174063203453007,-0.2907284665022988,-0.5592340514414457,0.11244786236676027,0.5449552308469108
Brigham Young University at Provo,1.6836395122529466,5.6112304872446535,-0.1880764904721489,-0.6576303502194571,-2.6208625008530175,1.1415133752120714
Brown University,6.516179185201936,-0.9349668021145917,0.6453886086420996,-0.7503569730397702,-0.7308009609697014,0.09334791703912385
Bryn Mawr College,4.573408156838001,-2.953364680741202,-0.21183458911741027,0.9739891220585731,-0.17004061996397385,0.16071592638887902
Bucknell University,3.771716210476288,-0.7663085830406551,0.2929689802977728,0.0030252705023538036,-0.6449044470164508,1.506363448452166
Buena Vista College,-0.4359336934848989,-1.3480749472212488,-0.2559577809972172,-0.6776960288752409,-0.43901134806396586,-0.6204717996900396
Butler University,1.1956574449067074,-1.022588555351181,-0.06385947229403205,-0.13460568485983043,-0.5208780158633141,-0.35657397061620094
Cabrini College,-1.2630235294615269,-1.670155387861965,-1.7797726156086635,-0.8524595693766361,1.9614524877416954,0.2851353929373976
Caldwell College,-0.5717716835794268,-0.7030696780763036,-0.7167866222828096,1.5382394273909925,1.164812853991206,-0.017693166621812428
California Lutheran University,-0.45179427722261656,-1.405486416488173,0.2552939042184909,-0.29012706873211225,1.0066361238138806,0.5690384068786936
California Polytechnic-San Luis,0.9205864423984854,2.877298225129037,0.28968928863524435,-0.05419717136799866,-0.8912951068677353,0.47821065535088936
California State University at Fresno,-0.1492948271478115,2.965526849484018,-0.24523590648679985,1.0310140985442722,0.4192859289937338,1.0513844050853989
Calvin College,0.15943940051144617,-0.7170950557650796,-1.3934547872407324,0.11863077411386652,-0.8043612433986528,-0.17729869128849876
Campbell University,-1.358624697613794,0.3905776096455546,-1.5275877447230275,0.6965345387820198,-0.8746089124480951,1.594231010969392
Campbellsville College,-2.436771331464876,0.07062807722674617,0.06834020616082168,0.3429824628236081,-1.109936023658667,0.5146814571971406
Canisius College,0.06880254075832964,-0.18155074739262145,-0.9818613511280536,0.7111271654739907,1.5991822535156395,0.08115873336475521
Capital University,0.18210518000930143,-1.3088005968873075,-0.5145277869337013,-0.8580771847443234,-0.5154829078864409,-0.17389315061293992
Capitol College,-3.7304647405523395,-0.9758377411595344,0.328855910873461,-1.723025312275853,-1.4460188864343169,-2.374981510278862
Carleton College,4.136319286592456,-2.9753777974287594,-0.7346662066193359,-0.061224362377177766,-1.8276515741280037,-0.24246878479182113
Carnegie Mellon University,4.69724630816304,-0.6714421563217783,0.1291032915104296,-0.7362315900594942,0.11067448993891016,-1.3609368291874977
Carroll College,-0.5278316838947641,-0.7788499192972458,-1.0847050482459422,0.3032333597581669,0.0480942720031413,0.6855506729063483
Carson-Newman College,-1.5527044501712808,-0.7326110267594879,-1.222642530383634,-0.607339811460959,-0.859450105017242,-0.3035297678327178
Carthage College,-0.6677185140722265,-0.41918754069294933,-0.4322260944066374,0.7105615327086839,0.42444927288121276,0.21642436168737741
Case Western Reserve University,4.093823084217001,-1.5018563167391283,0.9842351907522685,0.5840720579357835,-0.6889838257174434,-1.8247241302384034
Castleton State College,-1.1831331708955208,-0.38484000012093583,-1.3400452640511888,0.7754729541639481,1.7999835120117063,0.6186944589034016
Catawba College,-1.2808668164878911,-0.5136632219067098,0.6639320062052751,0.7053789466374426,0.29961483486441426,-0.043570265329258326
Catholic University of America,1.4364957525676056,-1.3548217193395928,0.29013465153317497,0.35184465726396763,1.9806505246898263,0.05781073655693573
Cazenovia College,-1.6994328044586717,-1.0311791776394756,-0.6279580679301953,-4.330179588813299,-0.01427478235916082,1.0335089534514452
Cedar Crest College,0.3839742610960873,-2.038907561253707,-0.08117162474961583,-0.5385286006379854,0.5063800316710196,-0.20628144005829288
Cedarville College,-1.6282447216713407,-0.7845556155091112,-0.19492445632757968,-1.4648427295686277,-0.9599257629517155,0.2335721243730749
Centenary College,-1.672455745216837,-1.3564575250468445,0.7797810761789756,-0.32902040837194,1.5429710290776242,-0.8148531010599797
Centenary College of Louisiana,-0.0003743995718067612,-0.8940821385734405,0.6345578263511383,1.5530992441525808,-0.7405111536718756,-0.20129137731274396
Center for Creative Studies,-2.121773629852591,-1.1247941052409354,9.00641451655165,-4.33329782164087,1.1354781468644948,5.949064933723144
Central College,0.21018941799548055,-1.1084539539867635,-0.34786750222273455,0.5452495576694905,-0.5336960027404885,0.9161710282736146
Central Connecticut State University,-2.187931285116252,2.180604604147809,-0.23443722738454145,0.0015130419312056065,1.8892049869384142,-0.006768812576617118
Central Missouri State University,-2.0848146111824306,3.0813355920923384,-0.889102027226545,0.6186302998235763,0.20985984230608382,-0.8871863155909642
Central Washington University,-1.361030628035355,1.6905873682612644,0.2600136360121736,0.7335332804298657,-0.01678659508007231,0.965504576133459
Central Wesleyan College,-3.0225638041193967,-0.7023260604683876,-0.44601637557841844,-0.409057535358739,-0.018256267643230004,0.7387356069445272
Centre College,2.6437704212484663,-2.2997014486706866,-0.4692679501824794,1.4053840597281346,-1.3247250735252896,0.2740008840384897
Chapman University,-0.09647202909737512,-1.1027969206834778,1.0534557241437825,-0.08904317743173103,1.8019552989783603,0.12013785096389139
Chatham College,1.3029973826484638,-2.2274800122840093,-0.29415177044330904,1.4584048017069045,1.2350565793921637,-0.9425523897905541
Chestnut Hill College,-0.09895357518565319,-1.9190194744571494,0.713604298211316,-0.5101204868811242,-0.04853332192458583,0.45538632330276935
Christendom College,0.160576243678083,-1.4661571380296874,-0.6243220526411347,1.6943417309002997,-0.18207970180519353,-0.7236211032090798
Christian Brothers University,-1.0036610647171529,-0.9263143996882961,-0.054952990573450024,0.6110165537699639,0.08063245716977707,0.1284569308988704
Christopher Newport University,-2.083815313880358,0.9401767267902544,-0.0026295689556574474,1.474564773369329,1.1349333717479255,0.7055680817095787
Claflin College,-2.6414164560805267,0.11490565686844047,-0.5182762322326614,0.9943107053541277,-1.1123516397433604,-0.3414831182941094
Claremont McKenna College,4.466612343747023,-3.1678924236424706,-0.3358494021153759,0.8340367603924683,-0.44508700123463774,-0.2085564076153476
Clark University,1.9433014054648279,-1.5328258691868977,-0.6139218652052268,0.5925168276425435,0.4358127170256307,-0.14243472721618985
Clarke College,-1.2407859436769522,-1.5336736751695959,-1.0067140539605088,-0.28519644933585436,0.16416253318225696,-0.8304574984297036
Clarkson University,2.0809141646934712,-1.0962638582581135,0.2674842364179177,0.778134193479135,0.42626837834673165,1.362470782844338
Clemson University,1.3103870590788165,3.0083898853824214,0.14125791475731836,-0.24056290893019155,-1.1654398565535085,1.4446419489860503
Clinch Valley Coll. of  the Univ. of Virginia,-2.968100525574851,0.4293065007325781,0.6152557900100907,0.5655205443734252,0.005405867939693198,0.38463615679476343
Coe College,0.2753722328885358,-1.1923781625802636,0.5411300733232125,0.7181133568091957,-0.31164327260104435,-0.6452167782318435
Coker College,-0.7212531610893648,-1.669979575622065,-0.8618219493930661,-0.32115060157165987,0.2026672011596047,-0.4425015904755712
Colby College,3.5443513610045603,-2.5512147833547325,-0.2645142492398991,-0.06662412520399402,-0.2059583076283559,-0.19331661215386522
Colgate University,3.883197283713161,-2.0562805815000162,-0.801906686372354,-0.07667712629955052,0.4251660285662497,0.09993104876726515
College Misericordia,-0.19339041043773675,-1.6310943507570952,-0.13682543979788975,-1.7328885276579906,0.17649254272737938,0.5335300272837415
College of Charleston,-1.013096799573943,2.1917558264777695,0.6866259612414414,0.5630378586921454,-0.9071052397956536,0.2737972119176411
College of Mount St. Joseph,-1.6156770778201501,-1.665574157416024,-0.6582824167246527,-2.301582767719949,-0.2147038418094813,-0.7762388326239298
College of Mount St. Vincent,0.2620536813732454,-1.9002916861710648,-0.28892296589471644,-0.42329788082682074,0.9114779073010625,0.15271198808343164
College of Notre Dame,-1.0640437131738432,-0.7057147834159884,2.038101996421355,0.7664989924483179,1.4788580801841062,-0.4735850015324047
College of Notre Dame of Maryland,-0.0864987481536408,-1.668093061024265,0.23670306789086534,-0.8524603808121048,0.3302042370410083,0.2743209624448886
College of Saint Benedict,0.17877605806850688,-1.3232900038992612,-0.7877678361407762,0.1329082849436924,0.002716815464168735,0.33993260813344833
College of Saint Catherine,-0.2572950924481215,-1.5952226886141567,-0.5916430065741197,-0.02693595597800707,0.2914397712922412,-0.17931039908456403
College of Saint Elizabeth,-0.2624143081894817,-1.6818727638472717,-0.4713778736136825,-0.4272563191093624,0.48113881271840125,-0.6260244717695229
College of Saint Rose,-0.6066218898996315,-0.792937726722894,1.3494626746948422,-0.3047779001501139,0.1819101293041137,1.213478365039771
College of Santa Fe,-1.7930733415290157,-0.8933057253248232,0.5144651850783427,-1.1450312430462224,0.2892343709309918,0.3562635943169451
College of St. Joseph,-2.4324049351510753,-1.5179878068559516,0.19487009765664945,-1.5620930686843713,0.7245254319798852,-0.7858846202744363
College of St. Scholastica,-0.5300576712020957,-1.5597112128115214,-0.3950269472928897,-0.4702589409911502,-0.7354637434865922,-0.6432092641367413
College of the Holy Cross,4.373472502790745,-2.60834094068249,-1.2420460343731257,0.23692143327738094,-0.5473914199134083,-0.031982785809073724
College of William and Mary,3.18773076844695,-0.2652022783209813,-0.8536075949189783,-0.09904290139614579,-1.5441575892525243,0.7176798394263748
College of Wooster,1.8993136189290654,-1.9108281780782095,-0.7630921628761131,0.29482203422524295,0.5051288275605951,-0.045826684340051445
Colorado College,3.16967463201454,-2.132241221713146,-0.7645793705392898,0.5983594236750023,-1.1831353977051617,-0.5438585690417237
Colorado State University,1.2215666272669097,4.058563716543061,-0.8908874102407165,0.1701704512866015,-0.02713241275576166,0.0362430372493135
Columbia College MO,-2.308184800510241,1.0031800599818619,-0.2686046947969041,2.269052142447262,2.385866735773398,-0.649971452154125
Columbia College,-0.5501340037129915,-1.2313442162010277,-0.28815860555225464,-0.026234485702376516,-0.8344740177846123,-0.02985011741744282
Columbia University,6.1106391591902955,-2.4998929938289782,0.41274810624299474,-0.7292946460638656,0.5692770438544046,-0.6558116334872572
Concordia College at St. Paul,-2.1076877769219546,-0.8496576638100023,-0.2979912463603454,0.3445639625697384,0.7883968882946255,-0.4566074020014953
Concordia Lutheran College,-2.4824657497481306,-0.2825541361353985,0.5267574584755286,0.8151197768734665,0.34169904497416526,-0.9298072165936397
Concordia University CA,-1.200244460339397,-1.008059329836126,0.8239937306580984,-0.5512777537489973,-0.7894689341643699,-0.26597828739659235
Concordia University,-1.5141961925957148,-1.1940873609926952,-0.5420486349405813,-0.8273963691225037,-0.17527851945382672,-0.4794225010332061
Connecticut College,3.5946835704243214,-2.5321235444081363,-0.26724712112728866,-0.2399591177801496,0.47537877083266505,0.7467629173179529
Converse College,0.10354230181866593,-1.987130898457749,-0.249140716534851,-0.2968493805735384,-0.9092830227123226,-0.48257676008546485
Cornell College,0.5050468417039402,-1.6238146201266404,-0.1898185846339506,-0.29730735224855587,-0.2514544531415753,0.011966610414954343
Creighton University,2.2594036313101324,-0.7780502259420355,1.5292305130540187,0.03016024392721797,-0.1584799924014627,-1.2345205397035905
Culver-Stockton College,-2.1645570071998406,-0.9681368711240572,-1.0481121707509886,-1.1715570581008938,-0.7266610872804893,-0.48838186360448554
Cumberland College,-2.844092209825994,-0.6371444338799519,-0.5665886316840927,-1.8514790847496843,-0.6245017966396137,-0.7408833218094188
D'Youville College,-1.3836821436227138,-0.9411498217360041,0.5613491376490632,0.09727115799185253,-0.3416059329407369,0.41039566037455416
Dana College,-2.8545622969696565,-0.9834209867801003,0.1479262031166851,-1.1719050359722891,-0.44848325344340684,-1.1381675254557877
Daniel Webster College,-2.142726247953517,-0.7810119098513786,-0.9453114305312182,-0.903976117977872,1.2249365385812478,1.3239792796329997
Dartmouth College,6.853529908798476,-2.5270622751409944,0.6098902715531895,-0.6524299025077617,-0.7016947341417122,-1.3928557695805803
Davidson College,4.313452222714568,-2.5820317343535577,-0.15415369470993362,0.7157540632582768,-1.315618947644624,0.3398749450976046
Defiance College,-2.540662164061567,-0.9625268435586775,-0.3278102092602715,-0.6828845560681639,0.5126621711391728,-0.8913877801029542
Delta State University,-3.1670849932325247,0.44564948626675216,-0.6273792866258445,-0.23066118259861396,-1.5214442952426204,-0.10041958713868296
Denison University,2.18014104464077,-1.8697647855256787,-1.0073409717118091,0.21594077662028363,0.4791631301070272,0.21995595237930235
DePauw University,2.150981949527608,-1.689101357811455,-0.23674092845705644,0.2000825159631764,-0.40206913870621447,0.25367838175225355
Dickinson College,2.533609702471921,-1.7447052680109152,0.014419454737587083,0.02546714548179716,0.34861461774036623,0.24045164992059512
Dickinson State University,-3.6366676893819556,0.2634997924956232,0.46455800606239506,0.17495984397508058,-1.3863138106602895,-0.24253006514960448
Dillard University,-1.283781894154104,0.039179450219705,0.7413630705346389,-0.596739076370966,-2.3716949221458865,-0.9007717980489179
Doane College,-1.4168953439862613,-1.0661067395668329,-1.212328796505403,0.2409322440538248,-0.7404470698434721,-0.4614557178115877
Dominican College of Blauvelt,-3.578235166863011,-0.415430552408162,1.5520714624453293,-1.7668935560933028,1.2085136068931506,-0.3329210252775878
Dordt College,-1.6820469679430774,-0.5394371288521979,0.5335409735805988,-0.23299702821708096,-1.6877270746885193,-1.2430378439782495
Dowling College,-1.9488755885805233,0.37887112497571124,0.3788892441023098,1.0968666527004156,1.065398855602267,-1.2599490325190712
Drake University,1.3395333659372324,-0.12283791329935932,-0.05792105193482583,0.7790328169575946,0.10202949492187117,0.42118664432475955
Drew University,3.3014906628077307,-2.321893537623545,-0.30118656777829306,0.4679274557348696,0.33938456869513633,0.16885883478314762
Drury College,0.22951959025413046,-1.2817857945091788,-0.9211408843381026,1.1307851068724593,-0.7349098696541888,0.20402380020436675
Duke University,7.140504117162167,-1.1314297685644483,0.678538468224518,-1.3373288201657125,-0.9304401080517176,-1.0660228626412802
Earlham College,1.8978519111191707,-2.2641121413694663,-0.4058115598540562,0.5954904608895731,-0.15211822050364993,0.22960212382239376
East Carolina University,0.19566665342758574,3.5628126833357547,-0.43157948088345444,-0.9114256006472499,-0.05446525814991891,-0.9256575848815141
East Tennessee State University,-1.6247477519883753,2.3327912388949454,1.1273584321632049,0.65740550821863,0.0794577416415402,-0.9721361266710815
East Texas Baptist University,-3.5537815021263324,0.32621034803985177,0.2649563886906841,0.39968553516222827,-0.43487246700543397,-0.2880771339723119
Eastern College,-1.7855134344303563,-1.1258746890627893,0.0295056482857116,-0.6460838625102521,0.5480288893876695,-0.5329134898547927
Eastern Connecticut State University,-1.6264732178062917,0.519136583468726,-0.2131754520517971,0.23086861504918152,0.5724907825531006,1.157556352949131
Eastern Illinois University,-1.6478570065020526,2.336603403690503,-2.11237205041982,-0.7469086635297075,-0.10041362855355429,-1.5499962783545975
Eastern Mennonite College,-1.3110619410771407,-1.531238499277116,0.4222460657696159,-1.3403555148882682,-0.7209640745812966,-0.1725021367258893
Eastern Nazarene College,-2.4252295369070747,-0.8079008458342798,-1.0553137557730037,-0.792147488930412,-0.2823547463139894,0.32413176394366067
Eckerd College,0.9875180517060337,-1.391268088843556,0.28058563335723746,0.655831493031616,0.03753332732107313,0.025336583837202144
Elizabethtown College,0.44969316146858507,-1.4028791167102594,-0.5664317092106175,-1.0557783591420784,-0.4470905536582419,0.03556269316054443
Elmira College,-0.014412680902707914,-0.7629093942714088,-1.458149194387149,0.9552512821172247,1.150414537113371,1.3834828798968322
Elms College,-0.5597724921008287,-1.5214762451394044,0.10864887288063678,-0.2556404080683113,0.30473255439166935,-0.5361776509413716
Elon College,-1.238542094483616,0.5663212287848542,-0.6556212785964758,-0.03777055323316561,-0.1923807973801862,0.21866238792570755
Embry Riddle Aeronautical University,-2.8742078239284905,1.5716385438311737,2.0370036633953474,-1.5549190066324303,-0.7417932122566945,-1.4871336483702053
Emory & Henry College,0.4921537997165274,-1.4849581452733438,0.2206877860297402,0.6935875191030652,-1.011440299038226,0.9302614988065747
Emory University,6.267502241013479,-1.3903647526352751,0.687532118928777,-0.8486129101684186,-0.10716751946244352,-0.9285700032197421
Emporia State University,-1.3020724513099602,1.1554986497175226,-0.32425585564718074,1.3028509125075844,-1.739401547543607,-0.06988898119911845
Erskine College,0.45508465131363945,-1.7263972681785749,-0.6937651771432412,0.7381839286593521,-1.5567907688983382,-0.18488160087285357
Eureka College,-0.5204178902438402,-1.7100592091399895,-1.0147408639509583,0.4449813362544894,-0.36382687026273813,-1.1118211202946182
Evergreen State College,-1.2074001280062023,0.20224398508441602,-0.07732603647409407,0.37123155563134386,0.2297184646558307,1.0173571429708426
Fairfield University,2.3330205719559998,-0.5672653821792031,0.08974095756936774,-0.43823336362721477,0.9107997531968626,1.4824408360460628
Fayetteville State University,-3.311242017908587,0.6375835599679778,-0.9834997463864517,0.9665571992204777,1.0093433907357048,-0.8954025600059935
Ferrum College,-2.920961556264998,-0.08607133682903774,0.9988848760402679,-0.45686735286918506,0.5168381129014992,-1.107887094689742
Flagler College,-2.8993595426398904,0.372292035700097,0.055612861358598456,-0.2403473419133105,-1.3588850418428782,0.04781330925235675
Florida Institute of Technology,0.8820756641095389,-0.4253807620116525,1.308764964620053,1.1047362771675493,-0.19889131182350964,0.5205143774923184
Florida International University,0.8941747772603685,3.630767554491983,2.4000185727628445,2.6573514828120395,-1.0433757333301306,-0.8436895895758715
Florida Southern College,-1.5633335855544166,-0.2830974202543587,-1.1226355411048379,-0.18686783578013488,0.8805690162553881,0.45686193656734614
Florida State University,2.371003376218309,5.441387615850835,-1.3820191657289407,-0.4222293082608767,-1.007237698006303,1.0944587677534572
Fontbonne College,-2.934431541686113,-0.49304487685179943,-1.020766523911591,-0.6414155156078827,-0.6254246534008288,0.010790400538830897
Fordham University,1.8896868094292627,0.2508889022483327,0.6690076236299264,0.22490257142404504,1.9244092319849955,0.6779192676733602
Fort Lewis College,-1.4945160971565281,2.1797817899676786,-0.00796253868863232,2.1252278244139915,0.1426692850077882,0.1601694862338926
Francis Marion University,-2.5619914522495058,1.525664612029622,-0.16643289658482632,1.3774192839175439,-0.29299619082164563,-0.5537651100277926
Franciscan University of Steubenville,-1.4810783167449202,-0.8645933162913355,0.006793184334968977,-0.808631774481109,0.013209030346972635,0.8768712858253203
Franklin College,-0.2796775353980511,-1.4867021197236479,0.20141797194520983,-0.16312256398882263,-1.0010849335968004,-0.5291959137785249
Franklin Pierce College,-2.3337690246348473,0.5488254344538991,-0.44135099508884523,-2.0471053025221186,1.6978272946771449,0.1677949283091992
Freed-Hardeman University,-1.9079697477645758,0.00023142398570464394,0.19340233584312913,0.647193697658906,-0.8481162993347178,0.5052525750497681
Fresno Pacific College,-0.6901645698867535,-1.0794363494566985,1.3666648633433574,-0.1397036009066319,-2.0658193743171,-0.6331444657875795
Furman University,2.333877762467609,-1.0006464564392186,-0.1587796481921381,1.0002806431860216,-1.083237740758517,0.43399191807638776
Gannon University,-1.4378277084550801,-0.3246229328498426,0.19719745048722964,-1.7386311077898755,-0.4986725908576373,-0.5970035206254904
Gardner Webb University,-2.6874514660945463,-0.20431875995133694,-0.28674394368250183,-0.3063571323542195,0.6793308299590565,-0.0008340514407957465
